cbsa10,cbsaname10,responses,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,total_nz,total_rz,maxden5,maxden4,maxden3,maxden2,maxden1,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,zri_median,zri_range,zri_median_up,zri_range_up,zri_median_st,zri_range_st,zri_median_up_st,zri_range_up_st,cc_zri,noncc_zri_max,zri_diff,zri_abs_diff,zri_full,zri_full_st
26620,"Huntsville, AL Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.333333333,0,0.333333333,0.333333333,0.333333333,0,2,2.666666667,0.333333333,0.666666667,0,0,0,0.333333333,25.66666667,25,2,2,1.666666667,1.666666667,1.352744895,1.800682442,0.881832597,0.934040678,-0.917795702,0.317746952,-0.987454501,-0.245116574,1.352744895,2.605611177,1.252866283,1.252866283,2.605611177,0.255031636
26900,"Anderson, IN Metropolitan Statistical Area",13,0,0,0,0,0,0,1,0.461538462,0,0.230769231,0.307692308,0.076923077,0.384615385,1.692307692,2.538461538,0.538461538,0.307692308,0.153846154,0,0,0.461538462,34.65384615,33.07692308,2.222222222,1.944444444,1.715384615,1.461538462,1.973183995,2.697231064,1.5567077,2.208432709,-0.101357747,1.046708369,-0.101013307,1.129243704,1.973183995,2.99781227,1.024628275,1.024628275,2.99781227,0.529034162
26980,"Iowa City, IA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0.5,0.5,0,0.5,0,2.5,3,0.5,0.5,0,0,0,0.5,32.5,35,2,2,1.75,1,2.476490152,0.43194275,1.916966558,0.144506423,0.560944563,-0.795141297,0.37218283,-1.096584953,2.692461527,2.260518777,-0.43194275,0.43194275,2.044547402,-0.136943028
27140,"Jackson, MS Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0.333333333,0.333333333,0.333333333,0,2,1.666666667,0.333333333,0.666666667,0,0,0,0.333333333,35.83333333,35,3.25,3.166666667,1.75,1.333333333,2.108543773,2.196523597,1.661638706,1.670438262,0.076762652,0.639595564,0.036812442,0.54904689,2.108543773,2.449996111,0.341452338,0.341452338,2.449996111,0.146314649
27180,"Jackson, TN Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,1,0,0,0,1,35,35,2,1,1,1,1.712702618,0,1.64960677,0.063095847,-0.444126091,-1.146343219,0.021008623,-1.18438169,1.712702618,NA,NA,NA,NA,NA
27260,"Jacksonville, FL Metropolitan Statistical Area",3,0,0,0.333333333,0.333333333,0,0,1,0.666666667,0.333333333,0.666666667,0,0.333333333,0,2.333333333,3,0.666666667,0.333333333,0,0,0,0.666666667,35,35,2.333333333,2.333333333,2,1.666666667,1.821208991,2.982590165,1.120079389,2.475642482,-0.301342179,1.278726767,-0.6745199,1.417414448,3.943133966,1.821208991,-2.121924975,2.121924975,-0.300715984,-1.775408867
27500,"Janesville, WI Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,0,1,0,0,0,1.666666667,2.666666667,0,1,0,0,0,0,31.66666667,40,1.996666667,2,1.5,2,1.080275435,0.947297377,0.650351735,0.241289276,-1.276339204,-0.376119249,-1.291502126,-0.992210078,1.398309058,1.080275435,-0.318033622,0.318033622,0.762241813,-1.032797163
27620,"Jefferson City, MO Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0.5,2.5,3,0.5,0.5,0,0,0,0,22.5,22.5,2,2,1.5,2,2.177098614,1.742924824,1.364169248,0.761626107,0.166974204,0.270785667,-0.353910494,-0.431056011,3.048561025,1.305636202,-1.742924824,1.742924824,0.43417379,-1.261994554
27740,"Johnson City, TN Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0,0,0.666666667,0.333333333,0,0,1.333333333,2.666666667,0.666666667,0,0.333333333,0,0,0,31.66666667,30,2.125,2.25,1.916666667,1.666666667,0.909795046,1.322611983,0.417978841,0.679347579,-1.500674936,-0.070960264,-1.596721424,-0.519788785,0.909795046,1.542222229,0.632427182,0.632427182,1.542222229,-0.487881282
27780,"Johnstown, PA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0,0,1,0,0,0,1.5,2,1,0,0,0,0,0,27.5,27.5,2,2,1,1,0.952100558,0.707071288,0.59890236,0.114836099,-1.445004967,-0.571441116,-1.359080327,-1.128582732,NA,NA,NA,NA,NA,NA
27860,"Jonesboro, AR Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,1,0,0,0,0,1,10,10,NA,NA,2,2,1.701477357,0,1.470949319,0.230528038,-0.45889745,-1.146343219,-0.213656019,-1.00381547,NA,NA,NA,NA,NA,NA
27900,"Joplin, MO Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2.666666667,0.666666667,0,0.333333333,0,0,0,49.16666667,36.66666667,2.75,2.5,1.333333333,1.333333333,1.150021136,0.690184801,0.419626226,0.125433286,-1.184560596,-0.585171099,-1.594557602,-1.117154261,NA,NA,NA,NA,NA,NA
28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0.5,0.5,0,0,3,3,0.5,0,0,0.5,0,0.5,162.25,157,2,1.5,2.35,3.55,1.895512093,0.643076108,0.911689349,0.662284689,-0.203566472,-0.623474007,-0.948237978,-0.538190154,2.217050146,1.573974039,-0.643076108,0.643076108,1.252435985,-0.690333963
28100,"Kankakee-Bradley, IL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,0,1,0,0,0,0,20,15,2,2,2,1,1.476116591,0,0.801486662,0.674629928,-0.75545046,-1.146343219,-1.092988023,-0.524876507,NA,NA,NA,NA,NA,NA
28140,"Kansas City, MO-KS Metropolitan Statistical Area",31,0,0,0,0,0,0,1,0.677419355,0.064516129,0.612903226,0.096774194,0.129032258,0.161290323,2.096774194,2.612903226,0.516129032,0.35483871,0.129032258,0,0,0.322580645,42.80645161,44.77419355,3.151785714,3.375,1.826612903,1.419354839,1.821208991,3.253613405,1.308704918,2.922262368,-0.301342179,1.499089032,-0.426762296,1.899068928,NA,NA,NA,NA,NA,NA
28420,"Kennewick-Pasco-Richland, WA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,1,0,0,0,1,15,15,NA,NA,1,1,1.320501525,0,1.407617877,0.087116352,-0.960224863,-1.146343219,-0.296841187,-1.158476923,1.320501525,NA,NA,NA,NA,NA
28660,"Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,0.666666667,0,0.333333333,0,2.333333333,2.333333333,0.333333333,0.666666667,0,0,0,1,37.16666667,28.33333333,2.416666667,2.166666667,1,1,1.320501525,2.196523597,1.371414518,1.737914757,-0.960224863,0.639595564,-0.34439391,0.621816502,1.903190534,1.320501525,-0.582689009,0.582689009,0.737812515,-1.049864146
28700,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.5,0,0.25,0.25,0.5,0,1.75,2.75,0,0.75,0,0.25,0,0,27.33333333,32.33333333,8,3.666666667,2.375,2,1.608711258,2.145774842,0.712222475,1.218948231,-0.58096868,0.598333012,-1.210235573,0.062140231,1.197129828,2.260518777,1.063388949,1.063388949,2.672100207,0.30148271
28740,"Kingston, NY Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,1,0,0,0,1,17.5,15,3.5,3.5,2,1,1.555686816,0,1.591289072,0.035602257,-0.650743727,-1.146343219,-0.055591047,-1.214031984,1.555686816,NA,NA,NA,NA,NA
28940,"Knoxville, TN Metropolitan Statistical Area",4,0,0,0,0,0,0,1,1,0,0.25,0.25,0.25,0.25,2,2.75,0.5,0,0.5,0,0,0.25,31.25,29.25,3.083333333,5.166666667,2.5,1.25,2.262338808,2.418244301,1.608695169,1.385575369,0.27914207,0.819871162,-0.032728325,0.241838248,NA,NA,NA,NA,NA,NA
29020,"Kokomo, IN Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,25,20,2,2,2,2,1.193489766,0,0.743563008,0.449926758,-1.127360075,-1.146343219,-1.16907012,-0.767206265,1.193489766,NA,NA,NA,NA,NA
29100,"La Crosse, WI-MN Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0.333333333,0.666666667,0.333333333,0,0,2.333333333,3,0.666666667,0.333333333,0,0,0,0.333333333,37,36.66666667,2,1,1.666666667,1.666666667,2.213410084,1.731917725,1.874483572,0.991161528,0.214756593,0.261836069,0.316381886,-0.183514942,2.692461527,2.213410084,-0.479051442,0.479051442,1.734358642,-0.353649472
29200,"Lafayette, IN Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,1,0,0,0,0,0,30,30,3,3,2,2,2.485879543,0,1.516124054,0.969755489,0.573300095,-1.146343219,-0.15431949,-0.206600154,NA,NA,NA,NA,NA,NA
29340,"Lake Charles, LA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0,0,0.5,0.5,1,2.5,1,0,0,0,0,0.5,25,22.5,2.5,2.5,2,2,2.070276641,1.855071259,1.577306402,1.311346189,0.026406801,0.361969149,-0.073957134,0.161786243,2.99781227,1.142741011,-1.855071259,1.855071259,0.215205382,-1.414971938
29420,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0,2.5,2,1,0,0,0,0,1,35,40,2,2,1.5,1.5,2.194029748,0.511932727,2.000823571,0.356416112,0.189253941,-0.730103433,0.482328116,-0.868052247,2.194029748,NA,NA,NA,NA,NA
29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,0.333333333,0.666666667,0,0,0.333333333,2.666666667,3,0.666666667,0.333333333,0,0,0,1,27.5,28.33333333,14.83333333,14.83333333,1.75,1.333333333,2.347369126,1.572444435,2.107061025,0.982395913,0.391033759,0.132172297,0.62186987,-0.192968166,3.393653426,2.347369126,-1.046284299,1.046284299,1.301084827,-0.656346537
29540,"Lancaster, PA Metropolitan Statistical Area",10,0,0,0,0,0,0,1,0.9,0.1,0.4,0.3,0.2,0.1,2,3,0.5,0.4,0.1,0,0,0.6,31.8,31.5,3.5,3.5,1.8,1.5,2.040863884,1.800682442,1.699400866,1.331179527,-0.012297547,0.317746952,0.086412633,0.183175386,1.476116591,2.761226243,1.285109653,1.285109653,3.325973537,0.758296695
29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",5,0,0,0,0,0,0,1,0.6,0,0.4,0,0.4,0.2,2.2,2.8,0.4,0.2,0.2,0.2,0,0.4,31,27.2,2.4,2,1.7,1.2,1.305636202,2.611361698,1.361633147,1.474365157,-0.979786193,0.97689012,-0.357241636,0.337593051,1.783077489,3.397293488,1.614215999,1.614215999,2.9198522,0.474569102
29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,0.666666667,0,0,0.333333333,0.666666667,3,2.333333333,1,0,0,0,0,1,35,35,2.333333333,1.666666667,1.333333333,1.333333333,3.71344974,0.86408709,3.079494576,0.45319329,2.188663955,-0.443775467,1.899150888,-0.763683493,2.925407491,3.789494581,0.86408709,0.86408709,4.577536829,1.632673412
29940,"Lawrence, KS Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,0,0,1,3,4,1,0,0,0,0,1,35,35,2,2,1.5,1,4.024679872,0,3.331341661,0.693338211,2.598212761,-1.146343219,2.229949326,-0.504700674,4.024679872,NA,NA,NA,NA,NA
30140,"Lebanon, PA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2.5,0.5,0.5,0,0,0,0,42.5,27.5,2.5,2,2,1.5,2.747458537,0.811937599,1.84782073,0.324906601,0.917512796,-0.486176923,0.281360528,-0.902033486,NA,NA,NA,NA,NA,NA
30300,"Lewiston, ID-WA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,0,0,0,1,35,35,2,2,2,2,1.821208991,0,1.62887212,0.192336871,-0.301342179,-1.146343219,-0.006226117,-1.0450025,1.821208991,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.833333333,0.166666667,0.166666667,0.166666667,0.5,0.166666667,1.5,3,0.166666667,0.166666667,0.5,0.166666667,0,0,47.08333333,60,3.083333333,3.5,1.833333333,1.666666667,1.630445573,1.667704383,1.116555599,0.83165574,-0.552368419,0.209625795,-0.679148361,-0.355532983,2.235144399,2.390837757,0.155693357,0.155693357,1.786138931,-0.31747433
30460,"Lexington-Fayette, KY Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.333333333,0,0.333333333,0,0.333333333,0.333333333,1.333333333,3,0.666666667,0.333333333,0,0,0,0,38.33333333,38.33333333,2.75,2.333333333,2.583333333,2.333333333,1.305636202,2.044548593,0.59703503,0.863216722,-0.979786193,0.516028463,-1.361533044,-0.321496234,NA,NA,NA,NA,NA,NA
30620,"Lima, OH Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,1,0,0,0,2.5,3,0,0.5,0.5,0,0,0,42.5,42.5,2.75,2.5,2,2,1.243704574,1.256506345,0.212978217,0.402473184,-1.061282236,-0.124709117,-1.86598754,-0.818382281,0.615451401,1.871957746,1.256506345,1.256506345,2.500210919,0.181396101
30700,"Lincoln, NE Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0,0,0,1,2.5,3,1,0,0,0,0,0.5,35,35,2,2,1.5,1.5,3.195732848,0.395841155,2.416137342,0.221405293,1.50739851,-0.824494607,1.02783829,-1.013653838,3.393653426,2.99781227,-0.395841155,0.395841155,2.799891693,0.390761375
30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.75,0,0.25,0,0.5,0.25,2.25,2.75,0.25,0.5,0.25,0,0,0.5,30,25,2.875,2.375,1.75,1.625,2.02810676,0.987125945,1.681585005,0.218130295,-0.029084691,-0.34373563,0.063011691,-1.01718574,NA,NA,NA,NA,NA,NA
30980,"Longview, TX Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.333333333,0,0.333333333,0,0.333333333,0.333333333,2.333333333,2.666666667,0.666666667,0,0.333333333,0,0,0,40,36.66666667,2.25,2,1.833333333,1.333333333,2.090038388,2.14213478,1.282472341,1.179048929,0.052411352,0.595373368,-0.461218504,0.019111074,2.090038388,2.99781227,0.907773882,0.907773882,2.99781227,0.529034162
31020,"Longview, WA Metropolitan Statistical Area",1,0,0,1,1,0,0,1,1,1,1,0,0,0,3,2,1,0,0,0,0,1,37.5,45,3,3,1,1,3.003116714,0,2.891573115,0.111543598,1.253934274,-1.146343219,1.652318068,-1.13213351,NA,NA,NA,NA,NA,NA
31080,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",48,0,0,0,0,0,0,1,0.8125,0.895833333,0.520833333,0.208333333,0.1875,0.083333333,2.5,2.208333333,0.729166667,0.208333333,0.041666667,0,0.020833333,0.875,30.89583333,31.97916667,2.239361702,2.244680851,1.647916667,1.354166667,2.533206398,2.658688553,2.301668634,2.375826615,0.635577667,1.015370411,0.877484872,1.309768637,2.53684646,3.368357339,0.831510879,0.831510879,3.364717277,0.785364144
31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0,0,0.5,0.25,0,0.25,1.25,2.5,0.75,0,0,0,0.25,0,35,41.66666667,2.75,3,1.5,1.25,0.909795046,3.352295253,0.444712085,2.430104096,-1.500674936,1.579324792,-1.561607595,1.368303854,NA,NA,NA,NA,NA,NA
31180,"Lubbock, TX Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,1,1.5,0.5,0,0,0.5,0,0,40,35,3,3,1.5,1,0.55093494,1.664064321,0.409153914,1.352894702,-1.972900189,0.206666151,-1.608312872,0.206593983,NA,NA,NA,NA,NA,NA
31340,"Lynchburg, VA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0.5,0.5,0,0,0.5,2,3,0.5,0,0.5,0,0,0.5,82.5,65,2.5,2.5,2,2,2.302123921,2.34219946,1.714314654,1.838240222,0.331495437,0.75804099,0.106001732,0.730011885,3.473223651,1.131024191,-2.34219946,2.34219946,-0.040075539,-1.593318247
31460,"Madera-Chowchilla, CA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,2,1,0,0,0,0,1,30,30,2,1,2,2,2.925407491,0,2.752589029,0.172818463,1.15167644,-1.146343219,1.469763964,-1.066052007,NA,NA,NA,NA,NA,NA
31540,"Madison, WI Metropolitan Statistical Area",8,0,0,0,0,0,0,1,0.875,0.125,0.25,0.25,0.25,0.25,1.875,3.25,0.75,0.125,0,0.125,0,0.375,35.625,35.875,2.625,3.166666667,1.473,1.1605,2.211590053,2.969700523,1.640903275,2.262178373,0.212361608,1.268246519,0.009576675,1.187205387,NA,NA,NA,NA,NA,NA
31700,"Manchester-Nashua, NH Metropolitan Statistical Area",11,0.181818182,0.181818182,0.181818182,0.181818182,0.090909091,0.090909091,1,0.909090909,0.727272727,0.181818182,0.090909091,0.363636364,0.363636364,1.636363636,3,0.272727273,0.272727273,0.090909091,0.181818182,0.181818182,0.909090909,38.28571429,39.28571429,3.142857143,3.142857143,1.795454545,1.36,2.264312775,2.172051912,2.193901251,1.767272002,0.281739619,0.619698245,0.735933573,0.653476643,3.081022557,3.321248647,0.240226089,0.240226089,2.504538864,0.184419724
31740,"Manhattan, KS Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0,35,35,2.5,1,2,1,1.821208991,0,1.092595716,0.728613275,-0.301342179,-1.146343219,-0.71061941,-0.466658497,1.821208991,NA,NA,NA,NA,NA
31860,"Mankato-North Mankato, MN Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,1,0,0,0,0,0,30,45,3,3,2,2,2.057795018,0,1.407203284,0.650591735,0.00998219,-1.146343219,-0.297385752,-0.55080035,NA,NA,NA,NA,NA,NA
31900,"Mansfield, OH Metropolitan Statistical Area",4,0,0,0,0,0,0,1,0.5,0,0.5,0,0.25,0.25,2,2.25,0.25,0.25,0,0,0.5,0,26.25,26.25,13.5,13.5,1.75,1.75,1.125945508,0.540807296,0.602742909,0.065374883,-1.216241798,-0.706626238,-1.354035806,-1.181923878,0.924660369,1.465467665,0.540807296,0.540807296,1.666752804,-0.400880779
32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",6,0,0,0,0,0,0,1,0.5,0,0.833333333,0,0.166666667,0,1.666666667,2.166666667,0.166666667,0.166666667,0.333333333,0,0.333333333,0,31,26.6,10.33333333,10.33333333,1.6,1.4,0.639815197,3.627641953,0.270367865,2.752166151,-1.855942353,1.803202356,-1.790606855,1.715629705,0.459836335,2.605611177,2.145774842,2.145774842,2.785590039,0.380769844
32780,"Medford, OR Metropolitan Statistical Area",1,0,0,1,1,0,0,1,0,1,1,0,0,0,2,3,1,0,0,0,0,1,35,35,2,2,2,1,2.247317835,0,2.064795416,0.182522419,0.25937592,-1.146343219,0.566354447,-1.055586835,2.247317835,NA,NA,NA,NA,NA
32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",3,0,0,0,0,0,0,1,1,0,0,0,0,1,3,3,0.666666667,0.333333333,0,0,0,1,32,26.66666667,3.5,2,1.333333333,1.333333333,3.393653426,0.3450924,2.828487124,0.218110782,1.767842881,-0.865757159,1.569455296,-1.017206783,NA,NA,NA,NA,NA,NA
32900,"Merced, CA Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,1,0.666666667,0,0.333333333,0,2.333333333,2,0.333333333,0.666666667,0,0,0,0.666666667,24,23,4.5,5.5,2,1.333333333,1.795912905,2.040908531,1.799472126,1.680969447,-0.334629387,0.513068819,0.217855156,0.560404182,3.321248647,1.795912905,-1.525335742,1.525335742,0.270577163,-1.37628768
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",36,0,0,0,0,0,0,1,0.722222222,0.555555556,0.472222222,0.111111111,0.138888889,0.277777778,2.611111111,2.888888889,0.638888889,0.222222222,0.111111111,0.027777778,0,0.472222222,36.59722222,37,3.573529412,2.588235294,1.843055556,1.280555556,2.612833962,3.64945456,1.946830968,2.938025598,0.740359854,1.820937644,0.411409412,1.916068687,2.925407491,4.264905961,1.33949847,1.33949847,3.952332432,1.195888336
33220,"Midland, MI Micropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,0,1,0,0,0,0,28,25,2,2,1,1,1.476116591,0,0.88459193,0.591524661,-0.75545046,-1.146343219,-0.983830147,-0.614500873,1.476116591,NA,NA,NA,NA,NA
33340,"Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",23,0,0,0,0,0,0,1,0.565217391,0.130434783,0.173913043,0.260869565,0.260869565,0.304347826,2.086956522,3,0.52173913,0.217391304,0.173913043,0.043478261,0.043478261,0.304347826,32.42391304,34.34782609,2.027777778,2,1.695652174,1.347826087,2.09367845,3.206504712,1.351588848,2.159313279,0.057201323,1.460786124,-0.370434715,1.076271157,1.900779216,3.869064806,1.96828559,1.96828559,4.06196404,1.272480008
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",88,0,0,0.011363636,0.011363636,0.011363636,0,1,0.818181818,0.204545455,0.329545455,0.159090909,0.136363636,0.375,2.113636364,2.727272727,0.477272727,0.284090909,0.102272727,0.056818182,0.079545455,0.488636364,32.10714286,33.6547619,2.5625,2.588235294,1.982267442,1.809302326,2.155652466,3.943798205,1.604565189,3.35528593,0.138753144,2.060261152,-0.03815301,2.366060535,2.688821464,3.869064806,1.180243341,1.180243341,3.335895807,0.765228668
33660,"Mobile, AL Metropolitan Statistical Area",3,0,0,0,0,0,0,1,0.666666667,0,1,0,0,0,1.666666667,3,0.333333333,0.666666667,0,0,0,0.333333333,34,35,2.666666667,2.333333333,1.833333333,2,1.476116591,1.256506345,0.745634087,0.590605233,-0.75545046,-0.124709117,-1.16634978,-0.615492425,0.564702646,1.821208991,1.256506345,1.256506345,2.732622936,0.343765562
33700,"Modesto, CA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,1,1,0,0,0,2.5,2,0.5,0.5,0,0,0,0.5,23.75,35,2,1,1,1,2.166379683,0.740933556,1.899834468,0.618762415,0.152869125,-0.543908547,0.349680015,-0.585126484,NA,NA,NA,NA,NA,NA
33740,"Monroe, LA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0.5,1,0,0,0,1.5,3,0.5,0.5,0,0,0,0,35,35,2,1,1.625,1.5,1.688447903,0.265522175,1.071892367,0.463272288,-0.476042953,-0.930453732,-0.737813036,-0.752813859,1.821208991,1.555686816,-0.265522175,0.265522175,1.422925728,-0.571225115
33780,"Monroe, MI Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,0,1,0,0,0,0,14,12,2,1,1.5,1,2.65271987,0,1.796440287,0.856279583,0.792845857,-1.146343219,0.213872869,-0.32897755,NA,NA,NA,NA,NA,NA
33860,"Montgomery, AL Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,35,35,2,2,2,2,0.405447518,0,0.17755726,0.227890258,-2.164347591,-1.146343219,-1.912512587,-1.006660167,NA,NA,NA,NA,NA,NA
34060,"Morgantown, WV Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,1,0,0,0,3,3,1,0,0,0,0,1,65,35,2.25,2,2,1,2.217050146,0,1.829669157,0.38738099,0.219546564,-1.146343219,0.257518632,-0.834658365,2.217050146,NA,NA,NA,NA,NA
34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,0,1,0,0,0,1,25,45,NA,NA,2,1,0.960543801,0,0.880737181,0.07980662,-1.433894474,-1.146343219,-0.988893318,-1.166360059,NA,NA,NA,NA,NA,NA
34740,"Muskegon-Norton Shores, MI Metropolitan Statistical Area",1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,3,0,1,0,0,0,1,29,10,2,2,2.5,1,2.260518777,0,1.910843626,0.349675151,0.276747085,-1.146343219,0.364140425,-0.875321995,NA,NA,NA,NA,NA,NA
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metropolitan Statistical Area",2,0,0,0,0,0,0,1,1,0,0,0.5,0,0.5,2,3,0,1,0,0,0,0.5,33.25,12.5,1,1,1.5,1,2.260518777,0.784402186,1.719327262,0.078363017,0.276747085,-0.508565283,0.11258574,-1.167916904,2.65271987,1.868317684,-0.784402186,0.784402186,1.476116591,-0.534064508
34900,"Napa, CA Metropolitan Statistical Area",3,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,0,0,1,0,2,2,0.666666667,0.333333333,0,0,0,1,28.33333333,30,3,5,1.416666667,1.333333333,3.979125851,1.39881076,3.76309178,1.074776644,2.538268067,-0.009004932,2.797048467,-0.093340733,NA,NA,NA,NA,NA,NA
34940,"Naples-Marco Island, FL Metropolitan Statistical Area",2,0,0,0.5,0.5,0,0,1,1,1,0,0,1,0,2.5,2.5,0.5,0.5,0,0,0,0.5,37.5,32.5,2.75,6,2,2,3.261724528,0.672634074,2.694721817,0.211781045,1.59423719,-0.599441159,1.393756004,-1.02403305,2.925407491,3.598041566,0.672634074,0.672634074,3.934358603,1.183331322
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",8,0,0,0,0,0,0,1,0.75,0.125,0.375,0.25,0.125,0.25,1.625,2.75,0.125,0.5,0.25,0,0.125,0.625,46.875,115,2.5,2.571428571,1.9375,2,1.506937178,2.58872469,1.411200935,1.835685034,-0.714893543,0.958484532,-0.292134879,0.727256259,NA,NA,NA,NA,NA,NA
35300,"New Haven-Milford, CT Metropolitan Statistical Area",9,0,0,0,0,0,0,1,0.777777778,0.555555556,0.111111111,0.111111111,0.555555556,0.222222222,1.555555556,2.444444444,0.777777778,0,0.111111111,0,0.111111111,0.666666667,36.25,40,2.6875,2.375,1.777777778,1.444444444,2.529566336,1.699456193,1.97930077,1.471771608,0.630787697,0.235442403,0.454058148,0.334796054,1.305636202,3.001452333,1.695816131,1.695816131,4.225382467,1.386648639
35380,"New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",2,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0.5,2.5,2.5,0.5,0.5,0,0,0,0,42.5,40,6,6.25,1.875,1.5,2.09929108,1.79704238,1.344018673,0.833509031,0.064587002,0.314787308,-0.380378059,-0.353534312,NA,NA,NA,NA,NA,NA
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",108,0.009259259,0.009259259,0.009259259,0.009259259,0.018518519,0.009259259,1,0.759259259,0.796296296,0.296296296,0.287037037,0.185185185,0.231481481,1.981481481,3.074074074,0.416666667,0.37037037,0.157407407,0.027777778,0.027777778,0.481481481,34.51168224,33,3.033333333,3.885714286,1.705896226,1.676273585,2.341909033,4.466315631,1.936412684,3.446922697,0.383848804,2.485107093,0.397725108,2.464885645,1.858567642,4.631808321,2.773240679,2.773240679,5.115149712,2.008264635
