GEOID,statename,place,type,restrict_sf_permit,restrict_mf_permit,limit_sf_units,limit_mf_units,limit_mf_dwellings,limit_mf_dwelling_units,min_lot_size,open_space,inclusionary,half_acre_less,half_acre_more,one_acre_more,two_acre_more,max_den_cat1,max_den_cat2,max_den_cat3,max_den_cat4,max_den_cat5,council_nz,planning_nz,countybrd_nz,pubhlth_nz,site_plan_nz,env_rev_nz,council_rz,planning_rz,zoning_rz,countybrd_rz,countyzone_rz,townmeet_rz,env_rev_rz,total_nz,total_rz,adu,height_ft_median,height_ft_mode,height_st_median,height_st_mode,parking_median,parking_mode,mf_per,maxden5,maxden4,maxden3,maxden2,maxden1,sindex1,sindex2,sindex3,sindex4,sindex5,sindex6,sindex7,sindex8,height_st_median_sc,height_st_mode_sc,sindex9,sindex10,sindex11,sindex9_st,sindex10_st,zri,zri_st,add_index,zri_up,zri_up_st,wt_all_2019,st_wt_all_2019,wt_msa_2019,st_wt_msa_2019,wt_lmsa_2019,st_wt_lmsa_2019,timestamp
102956,AL,Athens,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,12,10,2,2,2,2,0.285714286,0,1,0,0,0,0,0,1,2,2,2,0,1,28,28,12,2,0.285714286,-1.775182629,0.164805906,0.804928735,-1.231125668,8,0.881832597,-0.765642732,14.02290218,0.88663661,10.64012534,1.206220158,NA,NA,8/22/2019 15:49
103076,AL,Auburn,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,45,2,2,2,2,0.058823529,0,0,1,0,0,0,1,4,2,2,3,0,1,28,28,35,2,0.058823529,0.049086297,0.164805906,2.152012404,0.19985284,13,1.919779554,0.419003807,2.132858276,0.134855839,2.491260765,0.282422327,NA,NA,8/22/2019 15:50
105980,AL,Bessemer,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,35,35,NA,NA,4.25,1,0.285714286,1,0,0,0,0,0,1,1,3,3,1,0,0,NA,NA,35,4.25,0.285714286,0.049086297,2.5210866,2.217050146,0.26894106,9,1.174291209,-0.431849102,10.15737032,0.642227713,6.965198473,0.789611262,NA,NA,7/16/2019 14:21
107000,AL,Birmingham,City,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,45,45,3,3,3,1,0.428571429,0,1,0,0,0,0,1,1,3,3,2,0,0,42,42,45,3,0.428571429,0.842246699,1.21204177,1.871957746,-0.097643303,10,1.014156396,-0.614616776,2.120791285,0.13409287,2.194011668,0.248724617,NA,NA,7/16/2019 14:21
114392,AL,Chickasaw,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,3,3,1.5,2,0.666666667,1,0,0,0,0,0,1,1,2,3,1,0,0,42,42,35,1.5,0.666666667,0.049086297,-0.358812026,1.821208991,-0.151552633,8,1.155307879,-0.453515466,13.09400411,0.827904472,8.369652289,0.948827479,NA,NA,10/18/2019 23:07
115064,AL,Citronelle,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,2,2,2,2,0,0,1,0,0,0,0,1,1,2,3,2,0,0,28,28,35,2,0,0.049086297,0.164805906,1.476116591,-0.518136996,9,0.745634087,-0.921091035,41.52711752,2.625666374,22.33832924,2.532389625,NA,NA,7/16/2019 14:21
115136,AL,Clanton,City,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,2,3,0,50,35,10.5,10.5,2,2,0,1,0,0,0,0,0,0,3,2,3,1,0,0,147,147,50,2,0,1.2388269,0.164805906,2.090038388,0.134019153,9,1.200021321,-0.402482391,18.63008297,1.177938305,13.93357694,1.579583026,NA,NA,7/16/2019 14:21
120104,AL,Decatur,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,35,35,3,3,1.5,1,0.384615385,0,1,0,0,0,0,0,1,2,1,2,0,1,42,42,35,1.5,0.384615385,0.049086297,-0.358812026,0.649313669,-1.396432263,7,0.916207673,-0.72640921,11.54337593,0.729861735,8.841856448,1.002359008,NA,NA,7/16/2019 14:21
121184,AL,Dothan,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,20,20,3,3,1,1,0.272727273,1,0,0,0,0,0,0,3,1,2,1,0,1,42,42,20,1,0.272727273,-1.140654307,-0.882429958,1.538582166,-0.451781135,8,1.556220389,0.004060535,8.363053957,0.528777119,7.113382588,0.806410187,NA,NA,7/16/2019 14:21
124184,AL,Enterprise,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,16,16,NA,NA,2,2,0.111111111,1,0,0,0,0,0,0,3,2,2,1,0,0,NA,NA,16,2,0.111111111,-1.457918468,0.164805906,1.934423322,-0.031287442,8,1.242522672,-0.353974056,8.055003842,0.509299802,NA,NA,NA,NA,7/16/2019 14:21
124568,AL,Eufaula,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,40,45,2.25,2.5,1.5,1,0.5,0,0,1,0,0,0,0,1,2,3,3,0,0,31.5,35,40,1.5,0.5,0.445666498,-0.358812026,0.615451401,-1.432403435,9,0.173008548,-1.574649349,11.61698072,0.7345156,NA,NA,NA,NA,8/22/2019 15:56
125240,AL,Fairhope,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,37.5,55,2.5,3,1,1,0.277777778,0,1,0,0,0,0,1,4,2,3,2,0,1,35,42,37.5,1,0.277777778,0.247376397,-0.882429958,2.65271987,0.731743798,13,2.289520754,0.84100286,9.451428922,0.597592624,7.148719836,0.810416202,NA,NA,8/22/2019 16:00
126992,AL,Foley,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,50,50,2,2,2,2,0.3,0,1,0,0,0,0,1,1,2,3,2,0,0,28,28,50,2,0.3,1.2388269,0.164805906,1.476116591,-0.518136996,9,0.784225407,-0.877045361,21.10475676,1.334406371,15.54345609,1.76208733,NA,NA,7/16/2019 14:21
128552,AL,Fultondale,City,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,30,35,2,1,1.2,1,0.625,1,0,0,0,0,0,0,1,0,3,1,0,0,28,14,30,1.2,0.625,-0.347493905,-0.672982786,0.513953891,-1.540222094,5,0.199912784,-1.543942569,20.30475691,1.283824177,14.84886855,1.683345261,NA,NA,3/3/2021 14:29
132416,AL,Guntersville,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,4,2,1,25,25,2,2,1,1,0.363636364,0,1,0,0,0,0,1,3,4,2,2,0,1,28,28,25,1,0.363636364,-0.744074106,-0.882429958,2.896586021,0.990797656,13,2.551921991,1.140490918,12.0313298,0.760713962,NA,NA,NA,NA,3/10/2021 9:59
133448,AL,Hartselle,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,35,35,3,3,2,2,0.25,0,0,1,0,0,0,1,1,3,2,3,0,1,42,42,35,2,0.25,0.049086297,0.164805906,1.37125028,-0.629534261,11,1.292478903,-0.296957196,24.47242663,1.547336573,16.88884852,1.91460804,NA,NA,7/16/2019 14:21
137000,AL,Huntsville,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,30,30,2,2,1.5,1,0.285714286,0,1,0,0,0,0,0,2,2,3,2,0,0,28,28,30,1.5,0.285714286,-0.347493905,-0.358812026,1.352744895,-0.649192141,9,0.72089783,-0.949323424,2.26636238,0.143297003,2.499323506,0.283336361,NA,NA,8/16/2019 10:43
143120,AL,Lincoln,City,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,35,35,NA,NA,2,1,0.125,0,0,1,0,0,0,1,4,2,2,3,0,0,NA,NA,35,2,0.125,0.049086297,0.164805906,2.152012404,0.19985284,12,1.435641294,-0.133560763,44.18928439,2.793989207,NA,NA,NA,NA,5/31/2019 13:11
145784,AL,Madison,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,2,2,1.5,2,0.428571429,1,0,0,0,0,0,1,3,2,3,1,0,0,28,28,35,1.5,0.428571429,0.049086297,-0.358812026,2.605611177,0.68170123,10,1.738969413,0.21263863,4.512386314,0.285308052,4.08956523,0.463614465,NA,NA,10/8/2022 13:06
150000,AL,Mobile,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,32,35,3,2,2,2,0.333333333,0,1,0,0,0,0,0,1,1,3,2,0,1,42,28,32,2,0.333333333,-0.188861824,0.164805906,0.564702646,-1.486312765,8,0.600100332,-1.087193993,2.891418532,0.1828179,2.969764171,0.336667971,NA,NA,7/16/2019 14:22
150192,AL,Monroeville,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,35,35,2.5,2.5,2,2,0.571428571,1,0,0,0,0,0,0,1,1,3,1,0,0,35,35,35,2,0.571428571,0.049086297,0.164805906,0.909795046,-1.119728402,6,0.406646579,-1.307989784,13.22294447,0.836057081,NA,NA,NA,NA,8/22/2019 16:04
151696,AL,MountainBrook,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,0,35,35,4,2.5,2,2,0.142857143,0,0,1,0,0,0,0,2,3,2,3,0,0,56,35,35,2,0.142857143,0.049086297,0.164805906,1.247878583,-0.760589407,10,0.669053887,-1.008494797,4.147716436,0.262250795,3.785621684,0.429157838,NA,NA,11/16/2021 8:49
157000,AL,Oneonta,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,0,259,18,2.5,6,1,1,0.363636364,1,0,0,0,0,0,1,1,1,3,1,0,0,35,84,NA,1,0.363636364,NA,-0.882429958,1.425367836,-0.572046325,7,NA,NA,11.83031574,0.748004294,9.754740416,1.105848301,NA,NA,8/22/2019 16:04
157048,AL,Opelika,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,30,30,2,2,2,2,0.25,0,1,0,0,0,0,0,3,2,3,2,0,0,28,28,30,2,0.25,-0.347493905,0.164805906,1.744945988,-0.23256521,10,0.991241944,-0.640769873,10.4999816,0.663890254,8.086595095,0.916738638,NA,NA,10/8/2022 11:40
157120,AL,Opp,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,55,65,3,3,2,1,0.666666667,1,0,0,0,0,0,1,2,2,2,1,0,1,42,42,55,2,0.666666667,1.635407102,0.164805906,2.057795018,0.099767703,9,1.911605698,0.409674689,32.72165659,2.068916856,NA,NA,NA,NA,1/4/2022 20:58
162328,AL,Prattville,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,35,35,2,2,2,2,0.571428571,0,1,0,0,0,0,0,2,0,2,2,0,0,28,28,35,2,0.571428571,0.049086297,0.164805906,0.405447518,-1.655486121,6,0.17755726,-1.569457739,10.10806041,0.639109958,8.293808392,0.940229419,NA,NA,8/16/2019 10:48
163288,AL,Rainbow,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,35,35,NA,NA,1,1,0.333333333,0,1,0,0,0,0,0,1,2,3,2,0,0,NA,NA,35,1,0.333333333,0.049086297,-0.882429958,0.960543801,-1.065819072,8,0.448890404,-1.259775372,12.18933402,0.770704214,9.804048408,1.111438112,NA,NA,5/31/2019 13:16
165040,AL,Roanoke,City,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,NA,NA,3,3,2,2,0.4,0,0,1,0,0,0,0,1,0,3,3,0,0,42,42,NA,2,0.4,NA,0.164805906,-0.176230909,-2.27339082,7,NA,NA,27.43099902,1.734400461,NA,NA,NA,NA,1/4/2022 14:48
168736,AL,Scottsboro,City,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,55,65,4,3,2,1,0.666666667,1,0,0,0,0,0,1,2,2,2,1,0,1,56,42,55,2,0.666666667,1.635407102,0.164805906,2.057795018,0.099767703,9,1.911605698,0.409674689,28.26748299,1.787289463,NA,NA,NA,NA,7/16/2019 14:22
171832,AL,Southside,City,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,3,3,0,29.5,45,3,3,1,1,0.375,1,0,0,0,0,0,1,3,3,3,1,1,0,42,42,29.5,1,0.375,-0.387151925,-0.882429958,3.476863713,1.607214383,12,2.548449522,1.136527662,50.66373211,3.203353995,29.59730975,3.355305553,NA,NA,1/4/2022 14:09
174592,AL,Talladega,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,45,45,3,3,1,1,0.285714286,0,1,0,0,0,0,1,1,2,2,2,0,0,42,42,45,1,0.285714286,0.842246699,-0.882429958,1.320501525,-0.683443591,8,0.855472248,-0.795728755,15.27175045,0.965598482,NA,NA,NA,NA,5/31/2019 12:50
176944,AL,Trussville,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,80,80,3,3,2,2,0.35,0,1,0,0,0,0,0,1,2,3,2,0,0,42,42,80,2,0.35,3.618308108,0.164805906,0.960543801,-1.065819072,8,0.348543918,-1.37430446,20.49552605,1.295886081,14.03223509,1.590767428,NA,NA,7/16/2019 14:22
178204,AL,Valley,City,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,35,35,0.5,0.5,5,5,0.454545455,1,0,0,0,0,0,0,1,1,3,1,0,0,7,7,35,5,0.454545455,0.049086297,3.306513498,0.909795046,-1.119728402,6,0.176001378,-1.571233524,13.24424519,0.837403878,NA,NA,NA,NA,8/22/2019 16:09
178552,AL,VestaviaHills,City,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,35,40,2.5,3,2,2,0.307692308,1,0,0,0,0,0,1,1,3,3,1,0,1,35,42,35,2,0.307692308,0.049086297,0.164805906,2.217050146,0.26894106,10,1.831494527,0.318240901,5.008695352,0.316688558,4.447909497,0.504238242,NA,NA,11/22/2021 16:27
203000,AK,Anchorage,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,2,3,1,20,20,2,1,2,1,0.324324324,1,0,0,0,0,0,1,4,2,3,1,1,1,28,14,20,2,0.324324324,-1.140654307,0.164805906,3.473223651,1.603347621,13,3.007479249,1.660434952,1.370639782,0.086662475,1.507341621,0.170880116,NA,NA,8/22/2019 14:59
233140,AK,Homer,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,NA,NA,1,1,0.428571429,1,0,0,0,0,0,0,2,2,2,1,0,1,NA,NA,35,1,0.428571429,0.049086297,-0.882429958,1.542222229,-0.447914374,8,1.535138001,-0.02000156,5.387370071,0.34063131,NA,NA,NA,NA,8/21/2019 16:33
238420,AK,Kenai,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,35,35,10.5,10.5,2,2,0.384615385,0,1,0,0,0,0,0,2,2,3,2,0,1,147,147,35,2,0.384615385,0.049086297,0.164805906,1.352744895,-0.649192141,10,1.193402797,-0.410036353,8.158261063,0.515828524,NA,NA,NA,NA,8/22/2019 15:03
258660,AK,Palmer,City,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,10,10,4,4,2,1,0.2,0,1,0,0,0,0,1,1,2,2,2,0,1,56,56,10,2,0.2,-1.93381471,0.164805906,1.320501525,-0.683443591,9,1.291316717,-0.298283642,7.055149627,0.446081266,5.070745908,0.574846229,NA,NA,8/21/2019 16:36
260310,AK,Petersburg,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,30,30,2.5,3,2,2,0.5,1,0,0,0,0,0,0,1,2,3,1,0,0,35,42,30,2,0.5,-0.347493905,0.164805906,1.305636202,-0.69923471,7,0.674054139,-1.002787829,8.333140922,0.526885785,NA,NA,NA,NA,7/16/2019 14:21
270540,AK,Sitka,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,16,16,1,1,2,2,0.4,1,0,0,0,0,0,0,1,1,1,1,0,1,14,14,16,2,0.4,-1.457918468,0.164805906,0.598564914,-1.450341593,5,0.886247338,-0.760604028,4.008096138,0.253422917,NA,NA,NA,NA,8/21/2019 16:58
286490,AK,Yakutat,Borough,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,35,35,1,1,2,2,0,0,1,0,0,0,0,0,1,1,2,2,0,0,14,14,35,2,0,0.049086297,0.164805906,0.40908758,-1.65161936,6,0.047425407,-1.717981946,7.250855792,0.458455327,NA,NA,NA,NA,10/15/2019 23:18
402830,AZ,ApacheJunction,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,35,35,NA,NA,2,2,0.294117647,1,0,0,0,0,0,0,3,2,2,1,0,1,NA,NA,35,2,0.294117647,0.049086297,0.164805906,1.934423322,-0.031287442,9,1.753971282,0.229760807,21.01164601,1.328519187,8.945521926,1.014111068,2.19437091,1.196929588,5/29/2019 11:56
404720,AZ,Avondale,City,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,30,30,2,2,1,1,0.631578947,1,0,0,0,0,0,1,4,3,3,1,0,1,28,28,30,1,0.631578947,-0.347493905,-0.882429958,3.393653426,1.518821853,13,2.89337339,1.530201793,2.921800694,0.184738896,2.599793503,0.294726164,1.211957138,0.66106753,8/22/2019 16:51
405770,AZ,Benson,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,30,30,2.5,2,1,1,0.4,0,0,0,1,0,0,0,1,2,2,4,0,0,35,28,30,1,0.4,-0.347493905,-0.882429958,0.114743935,-1.964294393,9,-0.06599174,-1.847429053,16.86710284,1.066469031,6.954713743,0.788422659,NA,NA,7/20/2021 18:22
410530,AZ,CasaGrande,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,32.5,30,NA,NA,2,2,0.333333333,1,0,0,0,0,0,1,4,2,2,1,1,0,NA,NA,32.5,2,0.333333333,-0.149203804,0.164805906,3.317608584,1.438041026,11,2.504367057,1.086214744,6.700908968,0.423683424,4.187355423,0.474700472,1.619040784,0.883113155,11/22/2021 16:52
411300,AZ,CaveCreek,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,0,25,25,2,2,2,2,0.45,0,0,1,0,0,0,1,4,2,3,3,0,0,28,28,25,2,0.45,-0.744074106,0.164805906,2.30762747,0.365159436,13,1.496968143,-0.063566204,11.66490148,0.737545522,6.657149294,0.754689199,4.559953625,2.487247432,1/4/2022 15:15
412840,AZ,ChinoValley,Town,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,32,32,NA,NA,2,1,0.2,1,0,0,0,0,6,0,1,1,2,1,0,0,NA,NA,32,2,0.2,-0.188861824,0.164805906,2.15299074,0.200892106,11,1.66762262,0.131207945,17.10248054,1.081351434,10.1417723,1.149724255,NA,NA,10/20/2019 22:28
416410,AZ,Cottonwood,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,25,35,2,2,1.7,1,0.1,0,0,1,0,0,0,1,3,3,2,3,0,1,28,28,25,1.7,0.1,-0.744074106,-0.149364854,2.155652466,0.203719601,13,1.919057477,0.418179674,6.372593047,0.402924746,4.641415653,0.52617511,NA,NA,10/5/2021 10:35
420050,AZ,Douglas,City,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,2,3,1,25,25,NA,NA,1.5,2,0.5,1,0,0,0,0,0,0,3,2,3,1,0,1,NA,NA,25,1.5,0.5,-0.744074106,-0.358812026,2.090038388,0.134019153,10,1.830883877,0.317543945,8.401131775,0.531184694,4.760809216,0.539710188,NA,NA,10/20/2019 22:51
420960,AZ,Eagar,Town,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,30,30,2,2,2,2,0,0,1,0,0,0,0,1,4,3,3,2,0,0,28,28,30,2,0,-0.347493905,0.164805906,3.048561025,1.152237491,13,1.959206251,0.464002927,16.46708576,1.041176849,NA,NA,NA,NA,7/16/2019 14:23
422220,AZ,ElMirage,City,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,27,15,2,2,2.25,2,0.333333333,1,0,0,0,0,0,1,3,2,3,1,0,1,28,28,27,2.25,0.333333333,-0.585442025,0.426614872,2.605611177,0.68170123,11,2.171274906,0.706044582,6.169348685,0.390074062,4.184715119,0.474401153,1.436932227,0.783781215,6/3/2019 9:51
423760,AZ,Florence,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,50,40,3,3,1.5,2,0.333333333,0,1,0,0,0,0,0,1,3,3,2,0,0,42,42,50,1.5,0.333333333,1.2388269,-0.358812026,1.356384957,-0.64532538,9,0.67834247,-0.997893401,17.27678805,1.092372506,10.13907885,1.149418912,1.2015623,0.655397618,12/13/2021 16:25
427400,AZ,Gilbert,Town,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,25,15,2,36,5,0.5,0.357142857,0,1,0,0,0,0,0,3,3,3,2,0,1,28,504,25,5,0.357142857,-0.744074106,3.306513498,2.140787143,0.187928483,12,1.571776255,0.021815009,1.672965857,0.105777874,1.728680121,0.195972204,1.861036779,1.01511097,10/20/2019 22:52
427820,AZ,Glendale,City,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,15,15,NA,NA,2,1,0.217391304,1,0,0,0,0,0,0,4,2,3,1,0,1,NA,NA,15,2,0.217391304,-1.537234509,0.164805906,2.482239481,0.550646084,11,2.067767461,0.587907778,1.683101958,0.106418757,1.779325677,0.201713648,1.077976346,0.587987098,7/16/2019 14:23
428380,AZ,Goodyear,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,22.5,12,1,1,2,2,0.4,1,0,0,0,0,0,1,3,3,3,1,0,1,14,14,22.5,2,0.4,-0.942364207,0.164805906,3.001452333,1.102194922,12,2.478706254,1.056927139,5.251649359,0.332049994,3.956765567,0.448559602,1.723881574,0.94029904,11/18/2021 8:58
430270,AZ,Guadalupe,Town,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,30,30,NA,NA,2,2,0.8,1,0,0,0,0,0,0,1,1,3,1,0,0,NA,NA,30,2,0.8,-0.347493905,0.164805906,0.909795046,-1.119728402,6,0.447964904,-1.260831679,5.393196935,0.34099973,3.32255329,0.376661987,1.638500593,0.893727596,11/14/2021 9:32
433280,AZ,Holbrook,City,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,25,25,4.5,3,0.501,0.002,0.25,0,0,1,0,0,0,0,1,2,3,3,0,1,63,42,25,0.501,0.25,-0.744074106,-1.405000654,0.615451401,-1.432403435,10,0.708099746,-0.963930341,5.160567615,0.3262911,NA,NA,NA,NA,6/3/2019 21:00
437620,AZ,Kingman,City,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,40,50,2,2,2,2,0.25,1,0,0,0,0,0,0,2,3,2,1,0,1,28,28,40,2,0.25,0.445666498,0.164805906,1.938063384,-0.027420681,9,1.707167645,0.176342118,10.41672385,0.658626054,6.080296538,0.689294159,NA,NA,8/21/2019 20:21
439370,AZ,LakeHavasu,City,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,30,30,NA,NA,1,1,0.5625,1,0,0,0,0,0,1,3,2,2,1,0,1,NA,NA,30,1,0.5625,-0.347493905,-0.882429958,2.449996111,0.516394634,10,2.294479496,0.846662453,12.11608464,0.76607282,7.849682447,0.889880983,NA,NA,8/21/2019 20:26
444270,AZ,Marana,Town,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,3,1,10,10,4,4,2,1,NA,0,0,0,0,1,0,0,2,2,3,5,0,1,56,56,10,2,NA,-1.93381471,0.164805906,0.317467694,-1.748945229,13,NA,NA,5.066482399,0.320342303,3.298104742,0.373890372,NA,NA,3/3/2021 15:31
446000,AZ,Mesa,City,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,3,3,1,30,30,2,2,2,1,0.366666667,1,0,0,0,0,0,1,4,3,3,1,1,1,28,28,30,2,0.366666667,-0.347493905,0.164805906,3.869064806,2.023841314,14,3.282768573,1.97463265,1.139303608,0.072035608,1.239640191,0.140532084,1.031367829,0.56256427,10/20/2019 23:15
